1384
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
42377 Z23465 2007 4 10 -2.7697 148.6653 2008 11 20 1.5847 126.229 38 44
50877 P38532 2007 4 24 -2.1691 144.3119 2008 11 12 -0.5984 162.9818 38 65
57339 P42587 2007 5 11 -6.4994 152.5367 2008 11 13 7.8693 158.1052 48 57
68097 P49232 2007 11 3 -7.35 156.7167 2008 11 6 -1.5839 152.4799 45 62
68420 P50190 2007 11 4 -7.3635 156.7258 2008 11 3 -2.1853 156.1046 46 62.4
71405 A09906 2007 11 13 -8.3807 158.6483 2008 11 8 -12.104 162.721 54 68
72051 A05882 2007 11 14 -8.2994 158.1062 2008 11 3 -3.2164 164.2884 56 66
72615 Z32040 2007 11 14 -8.2994 158.1062 2008 11 3 -4.7153 150.1466 37 63
73048 A07581 2007 11 17 -8.8233 159.2564 2008 11 5 3.6127 210.8209 56 52
80041 Z36232 2008 2 25 -7.3257 158.6598 2008 11 5 6.2616 220.6844 36 64
81176 Z39838 2008 2 26 -8.4722 158.5983 2008 11 19 -7.8246 158.292 36 56
81179 Z38294 2008 2 26 -8.4722 158.5983 2008 11 18 2.046 165.6238 34 49
82356 P53383 2008 2 27 -8.8139 158.484 2008 11 29 -3.8121 159.0481 42 50.5
82501 P53902 2008 2 28 -8.2033 158.0884 2008 11 24 -8.0286 158.4033 38 54
84334 P54835 2008 3 3 -9.1697 157.6141 2008 11 4 -8.4393 156.7213 40 55
84604 Z29170 2008 3 3 -9.1421 157.8019 2008 11 17 0.6614 166.5747 35 50
84844 P55193 2008 3 3 -9.1421 157.8019 2008 11 20 -8.088 158.3426 40 70
84923 P54921 2008 3 3 -9.1421 157.8019 2008 11 16 -7.914 158.3066 40 52
84926 P55068 2008 3 3 -9.1421 157.8019 2008 11 11 3.5285 169.7562 41 56
85024 P53402 2008 3 3 -9.1421 157.8019 2008 11 19 -3.473 146.7609 39 55.5
85508 P55282 2008 3 4 -9.625 159.4537 2008 11 15 0.6846 145.69 38 55.7
85697 Z29350 2008 3 4 -9.625 159.4537 2008 11 17 1.7188 167.2117 34 49
85732 P54584 2008 3 4 -9.625 159.4537 2008 11 24 -8.0286 158.4033 38 53
85749 P56001 2008 3 4 -9.625 159.4537 2008 11 17 0.6245 166.5908 39 50
86463 P56482 2008 3 5 -9.584 161.2782 2008 11 4 -11.302 154.9719 51 40
87108 P56717 2008 3 6 -9.596 161.0079 2008 11 13 -7.9167 158.3 52 60
87337 P56785 2008 3 7 -8.7152 159.3292 2008 11 8 -9.4166 159.3167 38 65
87698 P57348 2008 3 8 -9.7311 159.3942 2008 11 7 -2.6375 162.5917 41 49
87863 P58092 2008 3 8 -9.9394 159.402 2008 11 25 -1.7473 164.4665 39 NA
88199 P57627 2008 3 8 -10.0333 159.4558 2008 11 29 -2.7279 148.8659 38 53
88374 P58268 2008 3 8 -10.0693 159.6471 2008 11 5 -1.1667 153.0333 53 61
88752 P58491 2008 3 11 -7.924 156.3244 2008 11 20 -7.8446 158.4199 45 58
88941 P58347 2008 3 12 -7.6973 155.9271 2008 11 14 -2.6611 155.7165 38 49
89019 P58399 2008 3 12 -7.6973 155.9271 2008 11 11 2.212 168.0393 38 55
89025 P58662 2008 3 12 -7.6973 155.9271 2008 11 4 -1.7 129.6667 39 41
89151 Z29536 2008 3 12 -7.6973 155.9271 2008 11 6 -8.166 156.1306 35 49
89216 P58806 2008 3 12 -7.581 155.7147 2008 11 11 3.6423 170.0064 40 55
89222 P58810 2008 3 12 -7.581 155.7147 2008 11 27 -0.7639 146.0206 38 NA
91527 P60675 2008 3 27 -8.5664 158.5316 2008 11 14 -7.7586 158.356 41 52
91631 P59858 2008 3 27 -8.5664 158.5316 2008 11 17 0.6324 166.5544 42 56
92609 Z41103 2008 3 27 -8.5664 158.5316 2008 11 14 -7.8333 158.3667 36 52
92805 P60972 2008 3 27 -8.6534 158.627 2008 11 6 -8.166 156.1306 41 65
92243 A15008 2008 3 27 -8.7363 158.6715 2008 11 7 -8.3176 156.9412 42 68
92474 A15075 2008 3 27 -8.6869 159.1525 2008 11 17 -7.85 158.3833 41 48
93068 Z41548 2008 3 27 -8.6869 159.1525 2008 11 20 -8.2425 158.3926 35 30
110088 Z41302 2008 3 27 -8.6869 159.1525 2008 11 11 5.9664 170.8656 35 60
93926 Z41995 2008 3 28 -7.8869 160.958 2008 11 12 3.6127 168.9103 35 50
93947 Z41816 2008 3 28 -7.8869 160.958 2008 11 20 -8.0323 158.4101 36 50
95426 A15266 2008 3 31 -9.9689 160.0491 2008 11 24 -1.2186 164.4621 44 61
95794 A14754 2008 3 31 -9.9689 160.0491 2008 11 30 1.7713 163.4755 37 49
95813 A13863 2008 3 31 -9.9689 160.0491 2008 11 11 2.2119 168.0393 42 49
95814 A13864 2008 3 31 -9.9689 160.0491 2008 11 24 -8.0323 158.4101 43 60
95864 A14784 2008 3 31 -9.9689 160.0491 2008 11 20 -7.8046 158.3773 41 55
96387 A10629 2008 4 1 -9.9307 159.6246 2008 11 6 -10.7833 156.2667 37 44
96697 Y34053 2008 4 1 -9.9307 159.6246 2008 11 21 -11.5146 154.9153 39 45
96938 A10587 2008 4 1 -9.9307 159.6246 2008 11 11 7.1453 171.3129 39 58
97925 Y34158 2008 4 1 -9.9307 159.6246 2008 11 11 3.3093 169.9331 39 53
98000 Y33833 2008 4 1 -9.9307 159.6246 2008 11 21 -3.2873 155.4799 45 49
98048 Y33881 2008 4 1 -9.9307 159.6246 2008 11 30 1.9244 164.2701 38 49.8
110167 Y33238 2008 4 1 -9.9307 159.6246 2008 11 15 -7.8667 158.3667 39 40
98204 Z43883 2008 4 2 -8.3586 159.0436 2008 11 17 0.1797 167.2064 35 53
99752 Z44123 2008 4 2 -8.3586 159.0436 2008 11 26 6.4 153.9667 36 48.6
100256 A12570 2008 4 2 -8.3586 159.0436 2008 11 2 -9.5847 155.7662 39 53
98443 Z44809 2008 4 2 -8.2943 158.9952 2008 11 12 -8.9707 156.2754 37 57
99083 Z44308 2008 4 2 -8.2943 158.9952 2008 11 12 3.6127 169.5651 36 50
99196 Z44351 2008 4 2 -8.2489 158.9665 2008 11 7 -7.6964 157.1308 36 70
99960 Y34639 2008 4 2 -8.158 158.695 2008 11 4 -2.8533 168.7111 37 46
99671 Y34876 2008 4 2 -7.9156 158.5033 2008 11 19 -7.8159 158.264 44 54
100700 A22260 2008 4 2 -7.9156 158.5033 2008 11 17 -7.8503 158.3831 41 52
107473 P67351 2008 6 27 0.0134 156.0347 2008 11 30 0.9011 172.52 52 57
107865 P66859 2008 6 27 0.0134 156.0347 2008 11 8 -12.104 162.721 56 60
108092 P66746 2008 6 27 0.4755 155.4296 2008 11 24 -2.8613 159.8612 54 59.7
108103 P67553 2008 6 27 0.4755 155.4296 2008 11 6 -1.5833 152.55 59 63
108992 P68816 2008 6 28 2.0401 156.0353 2008 11 3 2.4535 169.8361 57 63.5
109405 P68844 2008 6 28 2.4325 156.038 2008 11 2 2.323 169.907 61 65
110232 P68872 2008 7 5 5.7319 157.8213 2008 11 12 -0.7712 162.3097 51 71
110234 P68874 2008 7 5 5.7319 157.8213 2008 11 30 1.8339 163.444 49 46
110238 P68878 2008 7 5 5.7319 157.8213 2008 11 7 3.3143 170.0603 49 59
110253 P68894 2008 7 5 5.7319 157.8213 2008 11 7 1.3284 167.0791 49 60
110306 P69047 2008 7 5 5.7319 157.8213 2008 11 12 0.3392 166.3429 54 74
110394 P68493 2008 7 5 5.7319 157.8213 2008 11 1 -0.5833 154.0833 47 57.6
110508 P69154 2008 7 5 5.7319 157.8213 2008 11 8 -12.104 162.721 49 51
110940 P69178 2008 7 6 4.8975 154.9635 2008 11 5 -1.1486 153.048 53 58
110997 P69903 2008 7 8 5.0609 153.4989 2008 11 11 7.2421 171.2853 53 63
111180 P69472 2008 7 9 5.4433 153.2967 2008 11 3 -2.1833 156.1 54 56.7
111201 P69991 2008 7 9 5.4433 153.2967 2008 11 6 -1.5839 152.48 56 63
111288 P69803 2008 7 10 5.5485 153.4037 2008 11 6 -1.5839 152.4799 53 59.6
111878 P69601 2008 7 10 5.0261 153.5186 2008 11 21 1.663 160.0859 53 60
112077 Z47715 2008 7 12 4.0945 155.2857 2008 11 7 -2.8939 162.7624 33 53.5
112293 Z48039 2008 7 12 4.0945 155.2857 2008 11 21 1.7921 160.2832 37 45
112478 P69853 2008 7 14 7.3382 157.6143 2008 11 11 5.9772 170.8738 49 63
112620 P71010 2008 7 15 7.7308 155.3914 2008 11 25 2.1883 166.524 68 74.5
112814 P71629 2008 7 15 7.7308 155.3914 2008 11 30 2.0552 163.3349 65 66
112931 P71502 2008 7 15 7.7308 155.3914 2008 11 12 0.3517 166.5232 63 82
112670 P71061 2008 7 15 7.6967 155.3572 2008 11 17 3.0163 168.4387 63 64
113100 P71561 2008 7 15 7.691 155.3621 2008 11 25 -4.0176 159.2243 70 79
113192 P71591 2008 7 15 7.3824 155.2729 2008 11 26 6.4 153.9667 49 59.7
113343 P71333 2008 7 18 7.2666 157.8962 2008 11 11 7.2561 171.1601 52 61
113458 P70678 2008 7 18 7.2666 157.8962 2008 11 17 3.027 168.4301 52 61
113468 P69236 2008 7 18 7.2666 157.8962 2008 11 12 -0.8207 162.3225 51 66
113497 P69265 2008 7 18 7.2666 157.8962 2008 11 2 0.1104 154.1446 52 56
113735 P70143 2008 7 21 2.5138 156.1913 2008 11 17 3.0201 168.4393 54 66
113845 P70770 2008 7 21 2.5138 156.1913 2008 11 21 1.4841 159.9066 50 50
113929 P70567 2008 7 21 2.5138 156.1913 2008 11 10 -9.9273 154.4671 58 59
113963 P70826 2008 7 21 2.5138 156.1913 2008 11 3 2.6449 170.0845 56 63
113965 P70827 2008 7 21 2.5138 156.1913 2008 11 25 2.128 166.6273 55 55
114047 P70023 2008 7 21 2.5138 156.1913 2008 11 11 -6.3859 159.5553 55 60.5
114383 P72205 2008 7 22 2.4122 156.1661 2008 11 1 -0.5833 154.0833 60 60
114610 P71743 2008 7 22 2.4122 156.1661 2008 11 10 -0.1333 147.5833 55 61.5
114643 P70879 2008 7 22 2.4122 156.1661 2008 11 11 7.1182 171.3659 57 60
114752 P70446 2008 7 22 2.712 156.4172 2008 11 28 -12.15 158.75 53 65
114819 P72156 2008 7 24 7.1303 157.9405 2008 11 2 3.1563 169.5898 56 59
115296 P72539 2008 7 24 7.1303 157.9405 2008 11 7 1.3434 166.9323 52 66
115342 P72585 2008 7 24 7.1303 157.9405 2008 11 13 3.3883 168.7797 60 68.5
115517 P72397 2008 7 24 7.1303 157.9405 2008 11 30 1.8821 163.4289 58 58
116055 P73109 2008 8 4 6.922 144.3097 2008 11 13 -0.6833 146.0333 52 58
116111 P72851 2008 8 4 6.922 144.3097 2008 11 11 8.1967 171.5297 60 66
116183 P73525 2008 8 4 6.922 144.3097 2008 11 10 3.6694 149.8902 54 NA
116254 P73180 2008 8 5 7.1113 144.1256 2008 11 5 -1.1486 153.048 54 56
