116
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
24239 P19544 2007 2 23 -6.7017 154.4708 2010 6 19 -1.7714 168.4387 46 72
113435 P70670 2008 7 18 7.2666 157.8962 2010 6 2 0.8335 166.7665 51 69
135527 P81016 2008 10 10 -2.3204 125.2768 2010 6 9 -1 126 37 NA
143881 P96404 2008 10 20 -3.5979 132.3994 2010 6 11 -2.5 128.5 38 58.5
147144 P91380 2008 10 21 -2.5922 129.6083 2010 6 22 -2.136 143.9347 48 69
191216 P119703 2009 4 28 2.0774 173.2645 2010 6 25 -2.1684 172.618 45 68
203410 P132566 2009 5 8 1.6522 172.326 2010 6 15 1.544 165.175 45 40
205780 P135297 2009 6 2 -10.4216 161.1543 2010 6 17 -2.2809 160.048 51 61
223453 P145865 2009 7 22 6.9757 158.0874 2010 6 28 1.55 167.35 53 46
225228 P144025 2009 7 31 -0.7469 148.1824 2010 6 20 -2.3674 143.9447 38 54
225328 P144151 2009 7 31 -0.7469 148.1824 2010 6 23 -2.478 165.9696 38 55
226939 P144553 2009 8 2 -0.025 147.0098 2010 6 24 0.627 149.042 40 53
228006 P145299 2009 8 4 -2.6728 148.7198 2010 6 15 -3.6452 148.662 51 48
228377 P146710 2009 8 5 -2.8316 150.6789 2010 6 2 4.6563 150.862 52 60.7
228403 P146736 2009 8 5 -2.8316 150.6789 2010 6 14 2.1307 146.0675 51 49
229194 P146311 2009 8 5 -2.8316 150.6789 2010 6 16 1.678 164.885 48 57
229277 P146340 2009 8 5 -2.8316 150.6789 2010 6 5 -4.45 150.3971 49 NA
229333 P146368 2009 8 5 -2.8316 150.6789 2010 6 19 2.6333 153.0333 51 66
229866 P147751 2009 8 8 -3.2446 150.8874 2010 6 13 2.5335 153.8246 49 65
229941 P148326 2009 8 8 -3.2446 150.8874 2010 6 24 1.1 151.4333 50 62.3
230227 P148156 2009 8 8 -3.2446 150.8874 2010 6 30 -4.188 149.6945 51 NA
230285 P148501 2009 8 8 -3.2446 150.8874 2010 6 10 -2.6745 144.9227 55 30.5
230490 P149004 2009 8 8 -3.2446 150.8874 2010 6 17 2.56 153.819 46 58
230747 P148721 2009 8 8 -3.2446 150.8874 2010 6 5 -1.771 148.1082 51 NA
230985 P147951 2009 8 8 -3.2446 150.8874 2010 6 10 0.4823 151.0011 51 62
232377 P150062 2009 8 12 -4.2397 150.1962 2010 6 13 -2.8971 146.0901 44 45
232450 P149657 2009 8 12 -4.2397 150.1962 2010 6 3 4.6165 155.8542 50 43
232548 P149358 2009 8 12 -4.2397 150.1962 2010 6 22 -5.5116 162.11 48 57
232666 P150157 2009 8 12 -4.2397 150.1962 2010 6 20 -2.3874 143.9923 45 52
232694 P150185 2009 8 12 -4.2397 150.1962 2010 6 30 -2.5137 166.5504 46 53
232788 P150371 2009 8 12 -4.2397 150.1962 2010 6 16 -2.4726 160.3761 50 35
232793 P150376 2009 8 12 -4.2397 150.1962 2010 6 28 -5.83 160.6313 45 56
232908 P150805 2009 8 12 -4.1825 149.5474 2010 6 26 36.4414 150.4206 41 31
232971 P150293 2009 8 12 -4.1825 149.5474 2010 6 20 -2.3674 143.9447 40 54
233026 P150908 2009 8 12 -4.1825 149.5474 2010 6 11 0.8502 144.7389 50 58.3
233233 P150893 2009 8 14 -2.8931 147.9715 2010 6 5 -1.771 148.1082 49 NA
233289 P150704 2009 8 14 -2.8931 147.9715 2010 6 6 6.35 158.1333 52 64.8
233401 P151153 2009 8 14 -2.8931 147.9715 2010 6 8 2.25 154.9833 51 62.6
234115 P151066 2009 8 17 -2.3984 141.7955 2010 6 20 -1.5504 146.2384 47 NA
234129 P151080 2009 8 17 -2.3984 141.7955 2010 6 30 -0.5756 146.4705 43 61
235507 P152294 2009 8 23 -0.4697 134.151 2010 6 21 -2.0009 156.5326 40 60
235646 P151379 2009 8 23 -0.4697 134.151 2010 6 15 2.5833 245.65 39 NA
236164 P152716 2009 8 24 0.5634 131.5582 2010 6 15 -1 127 39 NA
235829 P151472 2009 8 24 0.6148 131.4894 2010 6 2 4.6507 150.8612 42 58.6
235897 P152531 2009 8 24 0.6148 131.4894 2010 6 1 1.3167 190.7333 42 NA
236207 P152758 2009 8 24 0.6148 131.4894 2010 6 3 4.6165 155.8542 40 60
236319 P152970 2009 8 24 0.6148 131.4894 2010 6 18 1.099 145.523 41 54
236846 P152829 2009 8 24 0.6148 131.4894 2010 6 21 4.95 149.95 44 61.4
238678 P154120 2009 9 2 -7.6126 124.1078 2010 6 8 -2.3145 129.5105 40 58.9
239742 P153599 2009 9 4 -2.8139 126.2661 2010 6 9 -1 126 43 NA
