122
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
142 P00076 2006 8 17 -4.2233 151.33 2006 12 25 -3.003 147.1436 51 54
265 P00157 2006 8 18 -4.5522 151.028 2006 12 12 -4.45 150.35 49 52
480 P00270 2006 8 19 -4.1617 151.3097 2006 12 16 -3.7409 147.7054 49 52
554 P00385 2006 8 20 -3.24 150.8583 2006 12 11 -3.7667 150.5833 41 49
587 P00413 2006 8 20 -3.24 150.8583 2006 12 14 -4.3333 150.5 40 50
1128 P01336 2006 8 20 -3.2905 150.9733 2006 12 30 -0.6547 149.4467 39 52.5
1490 P01419 2006 8 21 -2.8114 150.6755 2006 12 12 -4.1091 149.2058 52 60
1708 P01473 2006 8 22 -2.8117 150.6755 2006 12 29 -0.0333 149.3667 52 58
2041 P01897 2006 8 26 -3.2408 150.8917 2006 12 23 -4.55 150.8 47 45
2277 P02012 2006 8 26 -3.2405 150.889 2006 12 15 -6.0668 160.9167 42 54.5
2392 P01565 2006 8 27 -4.4791 150.0667 2006 12 23 -4.55 150.8 42 49
2578 P02443 2006 8 28 -4.4792 150.0667 2006 12 10 -4.1833 150.3833 42 50
2887 P02739 2006 8 29 -4.4783 150.0683 2006 12 10 -4.1667 150.3833 44 49
2955 P02483 2006 8 29 -4.4783 150.0683 2006 12 23 -3.5 146.2833 48 42
2992 P03002 2006 8 29 -4.4783 150.0683 2006 12 29 -0.0333 149.3667 45 56
3054 P03248 2006 8 29 -4.4783 150.0683 2006 12 12 -4.45 150.35 42 46
3129 P03363 2006 8 29 -4.4783 150.0683 2006 12 23 6.7063 141.8149 43 NA
3171 P03386 2006 8 29 -4.4783 150.0683 2006 12 11 -3.7667 150.5833 42 51
3172 P03387 2006 8 29 -4.4783 150.0683 2006 12 10 -4.1833 150.3833 46 52
3211 P02531 2006 8 29 -4.4783 150.0683 2006 12 10 -4.1833 150.3833 41 46
3387 P02605 2006 8 30 -5.0479 149.6083 2006 12 26 -2.4073 143.1497 42 35
3534 P02893 2006 8 30 -5.0479 149.6083 2006 12 10 -4.1833 150.3833 41 49
4908 P04369 2006 9 5 -3.8459 148.8852 2006 12 12 -3.1935 148.7782 51 56
5076 P04701 2006 9 5 -3.6704 149.1572 2006 12 4 -0.4779 155.2433 50 57.3
5086 P04710 2006 9 5 -3.6704 149.1572 2006 12 29 -0.0333 149.3667 41 54
5267 Z15080 2006 9 9 -2.87 150.6333 2006 12 25 -2.0027 142.4926 36 48
5308 P04675 2006 9 10 -2.331 148.7741 2006 12 10 -4.1833 150.3833 41 48
5379 P05446 2006 9 10 -2.331 148.7741 2006 12 28 -4.6 163.7333 52 58
5413 P04783 2006 9 10 -2.331 148.7741 2006 12 7 -2.1833 144.85 37 54
5522 P05343 2006 9 10 -2.331 148.7741 2006 12 12 -3.0256 144.6014 42 54
5680 Z15151 2006 9 11 -2.3434 148.7872 2006 12 14 -4.3333 150.5 34 46
5846 P05384 2006 9 12 -1.2 146.65 2006 12 12 -4.1082 149.2054 53 43
5854 P05392 2006 9 12 -1.2 146.65 2006 12 20 0.2197 154.2373 50 57
6017 P04879 2006 9 12 -1.2833 146.3833 2006 12 12 -4.1083 149.2052 55 54
6764 P06014 2006 9 16 -1.157 143.8717 2006 12 12 -4.1093 149.2062 51 51
7184 Z14631 2006 9 19 -2.4839 145.2123 2006 12 14 -4.3333 150.5 32 46
7593 P06302 2006 9 19 -2.6032 145.2596 2006 12 31 -0.35 146.8667 50 53.2
8846 P06893 2006 9 21 -3.8372 145.5695 2006 12 6 -1.91 145.438 45 NA
8984 P07029 2006 9 21 -3.8372 145.5695 2006 12 23 0.1833 151.3167 49 NA
8987 P07032 2006 9 21 -3.8372 145.5695 2006 12 23 0.1833 151.3167 44 52.9
8992 P07037 2006 9 21 -3.8372 145.5695 2006 12 21 -2.2109 142.1948 59 NA
9085 P07531 2006 9 21 -3.8846 145.6833 2006 12 12 -0.1333 149.8 51 54
10708 P08524 2006 9 26 -3.8517 145.6333 2006 12 25 -2.5107 141.7395 50 48
10067 P08214 2006 9 26 -3.8356 145.694 2006 12 11 -3.3167 146.8167 48 28
10166 P08075 2006 9 26 -3.8356 145.694 2006 12 12 -3.1935 148.7782 49 55
10196 P08605 2006 9 26 -3.8356 145.694 2006 12 18 -3.1433 145.1298 51 NA
10635 P08466 2006 9 26 -3.8356 145.694 2006 12 5 -2.7294 143.3884 44 45
10788 P08581 2006 9 26 -3.8356 145.694 2006 12 12 1.6391 152.2434 53 NA
10810 P08596 2006 9 26 -3.8356 145.694 2006 12 10 -3.7667 150.5 60 63
10862 P08724 2006 9 26 -3.8356 145.694 2006 12 26 -2.4073 143.1497 49 34
11041 P07816 2006 9 26 -3.8356 145.694 2006 12 20 6.7027 141.8349 50 43
10269 P08666 2006 9 26 -3.73 145.7207 2006 12 31 -0.35 146.8667 53 56.4
11166 P07847 2006 9 26 -3.73 145.7207 2006 12 11 -3.7667 150.5833 45 50
11358 P09171 2006 9 26 -3.73 145.7207 2006 12 11 -2.6212 141.8467 70 69
11570 P09576 2006 9 26 -3.6941 145.4176 2006 12 14 -4.3333 150.5 49 48
11600 P09489 2006 9 26 -3.6941 145.4176 2006 12 20 -6.672 148.2427 67 50
11957 P09385 2006 9 27 -3.4921 145.4378 2006 12 20 -6.71 148.3467 65 63
12306 P10711 2006 10 13 -4.4196 150.9209 2006 12 11 -3.7667 150.5833 45 48
12331 P10736 2006 10 13 -4.4196 150.9209 2006 12 26 -2.4073 143.1497 47 56
12559 P10651 2006 10 13 -4.4196 150.9209 2006 12 16 -2.8829 142.5248 48 49
12571 P10663 2006 10 13 -4.4196 150.9209 2006 12 30 -0.888 149.704 46 54
12599 P10691 2006 10 13 -4.4196 150.9209 2006 12 10 -4.1833 150.3833 46 50
12760 P10352 2006 10 13 -4.4196 150.9209 2006 12 20 -4.3167 148.05 43 48
12793 P10385 2006 10 13 -4.4196 150.9209 2006 12 12 -4.0167 150.5333 47 45
12904 P09896 2006 10 13 -4.4196 150.9209 2006 12 14 -4.3333 150.5 46 53
12931 P10961 2006 10 13 -4.4196 150.9209 2006 12 14 -4.3333 150.5 47 49
12948 P10978 2006 10 13 -4.4196 150.9209 2006 12 10 -4.1667 150.3833 47 51
12959 P10989 2006 10 13 -4.4196 150.9209 2006 12 12 -4.45 150.35 45 49
12984 P11010 2006 10 13 -4.4196 150.9209 2006 12 12 -4.0167 150.5333 46 35.5
12998 Z15938 2006 10 13 -4.4196 150.9209 2006 12 29 -3.8 150.8833 46 43
13016 P10461 2006 10 13 -4.4196 150.9209 2006 12 10 -4.1833 150.3833 47 54
13041 P10486 2006 10 13 -4.4196 150.9209 2006 12 23 -4.55 150.8 44 51
13056 P10501 2006 10 13 -4.4196 150.9209 2006 12 10 -4.1667 150.3833 43 46
13115 P10560 2006 10 13 -4.4196 150.9209 2006 12 10 -4.1833 150.3833 44 48
13397 P11043 2006 10 14 -4.9582 148.7382 2006 12 8 -3.85 150.0833 48 45
13973 P11579 2006 10 16 -4.3054 146.3083 2006 12 11 -3.7667 150.5833 46 51
14053 P12154 2006 10 16 -4.3054 146.3083 2006 12 29 -3.8 150.8833 51 55
14283 P11650 2006 10 18 -4.3059 146.312 2006 12 24 -3.8595 149.0572 43 56
14526 P11491 2006 10 18 -3.844 145.6326 2006 12 11 -3.7667 150.5833 41 46
14758 P12057 2006 10 19 -3.8432 145.639 2006 12 10 -4.1667 150.3833 42 48
14850 P12413 2006 10 19 -3.8432 145.639 2006 12 4 -3.4 146.4833 51 28
14866 P12429 2006 10 19 -3.8432 145.639 2006 12 3 -2.3667 148.8 47 52
15120 P12788 2006 10 19 -3.8432 145.639 2006 12 13 -4.3126 148.802 42 47
15165 P12933 2006 10 19 -3.8432 145.639 2006 12 11 -3.7667 150.5833 48 72
15174 P12943 2006 10 19 -3.8432 145.639 2006 12 29 -0.2167 150.1667 42 NA
15456 P11867 2006 10 19 -3.8432 145.639 2006 12 11 -3.3167 146.8167 44 28
15530 P13318 2006 10 19 -3.5036 145.424 2006 12 22 -6.5194 149.4342 47 47
15914 P13112 2006 10 20 -3.7589 145.3288 2006 12 11 -3.9 147.7833 40 28
16532 P13812 2006 10 20 -3.6976 145.4172 2006 12 4 -3.4 146.4833 42 28
16607 P13887 2006 10 20 -3.6976 145.4172 2006 12 11 -3.6667 146.1833 43 48
17002 P14127 2006 10 21 -3.4841 145.4314 2006 12 12 -3.1935 148.7782 52 55
17162 Z16765 2006 10 23 -4.9067 145.9104 2006 12 26 -2.4073 143.1497 36 37
17802 P14078 2006 10 24 -3.5041 145.4256 2006 12 20 -7.5487 148.092 46 53
18670 P14713 2006 10 24 -3.4845 145.4308 2006 12 10 -3.7667 150.5 46 50
17724 P15146 2006 10 24 -3.3335 145.4377 2006 12 11 -3.7667 150.5833 49 53
18278 P15389 2006 10 24 -3.2406 145.3153 2006 12 10 -4.1833 150.3833 44 46
18295 P15398 2006 10 24 -3.2406 145.3153 2006 12 11 -3.7667 150.5833 41 45
18341 P15212 2006 10 24 -3.2406 145.3153 2006 12 14 -4.3333 150.5 46 50
19108 P15283 2006 10 25 -3.0532 143.7164 2006 12 9 -3.4 146.4833 48 28
19291 P15773 2006 10 26 -2.2905 143.6247 2006 12 11 -3.3167 146.8167 48 28
19428 P15637 2006 10 26 -2.1602 144.0275 2006 12 2 -3.3 145.3667 44 57
19430 P15639 2006 10 26 -2.1602 144.0275 2006 12 11 -3.7667 150.5833 43 45
20141 P16179 2006 10 29 -1.163 146.491 2006 12 31 -0.35 146.8667 48 53.3
20228 Z17156 2006 10 29 -1.163 146.491 2006 12 15 -3.55 145.6167 33 28
20352 P15943 2006 10 29 -1.163 146.491 2006 12 15 -3.55 145.6167 42 28
20582 P17011 2006 10 30 -1.1755 146.5172 2006 12 15 -3.55 145.6167 45 33
20637 P17045 2006 10 30 -1.1755 146.5172 2006 12 2 -2.1878 157.8239 41 41
20775 P17063 2006 10 31 -2.4242 148.8675 2006 12 24 -3.8595 149.0572 40 45
21421 Z17300 2006 11 3 -2.7222 150.5283 2006 12 10 -4.1667 150.3833 37 45
21639 P17772 2006 11 3 -3.1893 150.83 2006 12 10 -4.1833 150.3833 54 60
22310 P16634 2006 11 3 -3.2532 150.9013 2006 12 7 -2.1833 144.85 52 54
22549 P17884 2006 11 10 -5.5005 155.8072 2006 12 7 -5.5855 155.6407 50 45
22603 P18143 2006 11 10 -5.5005 155.8072 2006 12 8 -5.6784 155.9661 44 45
22632 P18172 2006 11 10 -5.5005 155.8072 2006 12 20 -6.7073 153.248 44 NA
22671 P18408 2006 11 10 -5.5663 155.4718 2006 12 26 -2.4131 168.5328 46 40
22674 P18411 2006 11 10 -5.5663 155.4718 2006 12 20 -7.0928 158.9132 44 48
22684 P18421 2006 11 10 -5.5663 155.4718 2006 12 30 -6.4773 158.926 44 40
22722 P18219 2006 11 10 -5.5663 155.4718 2006 12 26 -3.9973 149.2368 48 52
22748 P18245 2006 11 10 -5.5663 155.4718 2006 12 10 -7.4155 156.0192 45 53
29053 5664 2006 4 3 2 264.67 2006 12 18 -0.88 254.45 51 NA
29268 5675 2006 4 3 2 264.67 2006 12 29 -2.65 265.38 52 NA
29448 5688 2006 4 10 -5.07 264.92 2006 12 29 -3 257.35 50 72
