12
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
52656 773 1993 5 30 35.2167 152.2167 1993 9 1 38.5833 143.0333 46.5 53
52601 774 1993 5 30 35.2167 152.2167 1993 9 7 37.7833 143.3167 46.5 51
52528 777 1993 5 30 35.2167 152.2167 1993 9 13 38.0833 143.55 46.5 45
52482 778 1993 5 30 35.2167 152.2167 1993 9 17 36.7167 144.5333 46.5 50
52525 779 1993 5 30 35.2167 152.2167 1993 9 4 38.65 142.8833 46.5 NA
52658 782 1993 5 30 35.2167 152.2167 1993 9 7 38.0667 143.15 46.5 48
52655 784 1993 5 30 35.2167 152.2167 1993 9 17 36.75 143.25 46.5 50
52505 785 1993 5 30 35.2167 152.2167 1993 9 23 38.0167 142.9 46.5 53
52605 788 1993 5 30 35.2167 152.2167 1993 9 29 40.1667 145.25 46.5 51
55165 800 1993 9 11 40.1833 146.2667 1993 9 29 41.0167 143.8333 50.5 50
53432 817 1993 5 30 35.2167 152.2167 1993 9 18 39.9 153.3167 46.5 NA
52475 819 1993 5 30 35.2167 152.2167 1993 9 17 40.15 153.0167 46.5 50
