95
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
  59220 948 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 46.6
  59226 949 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 45
  59236 950 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 45
  59241 951 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 NA
  59248 952 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 NA
  59250 953 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 53.7
  59253 954 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 47.7
  59256 955 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 NA
  59258 956 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 NA
  59274 957 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 44.8
  59282 958 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 51
  59286 959 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 45.4
  59296 960 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 51.9
  59303 961 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 NA
  59306 962 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 43.9
  59307 963 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 49.8
  59309 964 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 47.3
  59312 965 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 45.5
  59313 966 1994 6 2 33.7167 143.3167 1994 6 7 34.6 143.6833 50 45.2
  59333 967 1994 6 6 34.2833 143.7 1994 6 7 33.75 143.3333 45 48.1
58453 968 1994 3 20 25.6 142.7833 1994 6 7 28.9333 134.9667 36.5 40.8
 S14189 969 1993 10 1 40.1833 150.5667 1994 6 7 27.7 162.85 52 52
 S14227 970 1993 10 1 40.1833 150.5667 1994 6 9 31.25 161.6667 52 58
  55960 971 1994 5 13 28.3833 138.8333 1994 6 10 33 138.0833 40 43
  59320 972 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 44.1
  59322 973 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 47
  59328 974 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 45.1
  59332 975 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 49.5
  59339 976 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 45.4
  59348 977 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 46.3
  59350 978 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 51
  59351 979 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 43
  59353 980 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 48.7
  59357 981 1994 6 6 34.2833 143.7 1994 6 12 33 144 45 46.3
  55948 982 1994 5 13 28.3833 138.8333 1994 6 10 27.3333 135 40 44
  55949 983 1994 5 13 28.3833 138.8333 1994 6 8 31 136 40 42
  59330 984 1994 6 6 34.2833 143.7 1994 6 10 34.1 144.2833 45 45
  59203 985 1994 6 2 33.7167 143.3167 1994 6 11 33.8333 143.3333 50 50
  59206 986 1994 6 2 33.7167 143.3167 1994 6 11 32.8333 144.1667 50 45
  59298 987 1994 6 2 33.7167 143.3167 1994 6 11 32.8333 144.1667 50 42
  59290 988 1994 6 2 33.7167 143.3167 1994 6 11 32.9333 144.1667 50 48
  59293 989 1994 6 2 33.7167 143.3167 1994 6 11 32.8333 144.1667 50 42
  59356 990 1994 6 6 34.2833 143.7 1994 6 11 34 144 50 43
  59247 991 1994 6 2 33.7167 143.3167 1994 6 12 33.1333 144.0833 50 46
  59329 992 1994 6 6 34.2833 143.7 1994 6 12 33.0667 144.1333 50 47
  59257 993 1994 6 2 33.7167 143.3167 1994 6 16 33 144.6 50 47
  59304 994 1994 6 2 33.7167 143.3167 1994 6 16 33 144.6 50 54
  59321 995 1994 6 6 34.2833 143.7 1994 6 15 34 146 50 48
G5361 996 1993 9 19 39.6333 152.8 1994 6 9 38.0667 149.7167 50 48.8
58378 997 1994 3 20 25.6 142.7833 1994 6 16 32.9167 144.7167 36.5 39
58413 998 1994 3 20 25.6 142.7833 1994 6 17 32.8333 144.65 36.5 40
  59149 1000 1994 5 27 30.4167 148.7833 1994 6 21 35 145.0667 50.5 48.5
 S14094 1001 1993 9 30 40.05 149 1994 6 20 35 145 51 56
  59255 1002 1994 6 2 33.7167 143.3167 1994 6 18 32.5 145.5 50 58
58615 1003 1994 6 11 32.4167 141.7833 1994 6 18 34 148.0833 39 38
  59337 1004 1994 6 6 34.2833 143.7 1994 6 21 33.1667 143.5 50 50
  59132 1005 1994 5 27 30.4167 148.7833 1994 6 26 32.5833 147.3 50.5 54
 S13521 1006 1994 1 23 16.55 140.4333 1994 6 26 37.2833 144.1833 59.5 52.2
  59308 1009 1994 6 2 33.7167 143.3167 1994 6 9 32.7667 143.1167 50 NA
  59442 1010 1994 6 26 32.5833 147.2833 1994 6 28 32.7333 147.4333 44.5 43.5
  59451 1011 1994 6 26 32.5833 147.2833 1994 6 28 32.7333 147.4333 44.5 44
  59461 1012 1994 6 26 32.5833 147.2833 1994 6 28 32.7333 147.4333 44.5 41.5
  59468 1013 1994 6 26 32.5833 147.2833 1994 6 28 32.7333 147.4333 44.5 46
  59279 1014 1994 6 2 33.7167 143.3167 1994 6 19 34.3667 145.3667 50 56
  59271 1015 1994 6 2 33.7167 143.3167 1994 6 11 32.9333 144.1333 50 NA
  59300 1016 1994 6 2 33.7167 143.3167 1994 6 11 32.9333 144.1333 50 NA
  59378 1017 1994 6 12 32.4667 146.7833 1994 6 30 29.5 141.6667 44.5 46
