341
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
117785 P73323 2008 8 10 9.9176 138.2002 2010 2 25 3 137 38 NA
135508 P81197 2008 10 10 -2.3204 125.2768 2010 2 9 2.4977 129.672 38 65
136964 P82985 2008 10 12 -2.7122 125.6081 2010 2 8 -1.3997 147.1253 39 NA
137659 P92269 2008 10 12 -2.7122 125.6081 2010 2 26 -2.1889 128.4686 39 50
143119 Z56466 2008 10 19 -3.6107 132.1181 2010 2 20 -2.8167 125.8167 36 42
147159 P91394 2008 10 21 -2.5922 129.6083 2010 2 16 -1 128 40 NA
149497 P84982 2008 10 22 -1.5244 129.1438 2010 2 26 -2.1889 128.4686 36 48
169284 P104464 2009 3 17 -10.7204 154.0583 2010 2 22 2.75 153.75 52 65
170125 P104518 2009 3 18 -10.8417 153.8687 2010 2 14 -2.0667 157.0333 50 59.8
170482 P105104 2009 3 18 -10.8417 153.8687 2010 2 13 0.8627 172.362 54 71
176122 P106036 2009 3 21 -10.8188 154.3479 2010 2 28 -7.1741 158.2947 40 46
176362 P106380 2009 3 21 -10.8188 154.3479 2010 2 16 -1.08 152.845 48 63.7
177440 P107479 2009 3 21 -10.9323 155.1699 2010 2 12 -1.982 154.113 41 53.7
179651 Z73234 2009 3 27 -0.0179 155.9623 2010 2 5 -1.747 167.82 36 54.8
182177 P111786 2009 3 31 6.6368 157.6502 2010 2 10 -1.7934 172.3535 50 65
182201 P111533 2009 3 31 6.6368 157.6502 2010 2 28 -4.1973 192.5804 62 NA
183021 P112635 2009 4 1 8.6006 157.9451 2010 2 13 -0.7484 195.3961 51 64
183528 P112459 2009 4 1 8.6006 157.9451 2010 2 9 -0.389 178.353 48 66
184416 P113710 2009 4 2 6.7504 157.7837 2010 2 13 -1.0013 172.4114 46 65
187394 P116433 2009 4 20 7.1966 171.2204 2010 2 11 3.3052 171.3409 43 63
189551 P119422 2009 4 27 1.9929 172.8551 2010 2 9 -2.4567 162.954 44 61
190251 P120332 2009 4 27 1.9929 172.8551 2010 2 18 -3.0174 181.0765 46 57
194319 P124380 2009 5 1 0.4647 173.7252 2010 2 13 -1.0013 172.4114 44 63
