38
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
17778 5439 2004 3 29 0.13 264.92 2004 6 5 0.17 265.02 69 NA
18674 5440 2004 3 30 0.13 264.92 2004 6 5 0.17 265.02 73 NA
18708 5441 2004 3 30 0.13 264.92 2004 6 19 -2.57 263.83 77 NA
19012 5442 2004 3 30 0.13 264.92 2004 6 5 0.17 265.02 68 71
19028 5443 2004 3 30 0.13 264.92 2004 6 5 0.17 265.02 68 NA
20089 5449 2004 3 31 0.13 264.92 2004 6 17 -1.1 265.5 66 40
20510 5451 2004 3 31 0.13 264.92 2004 6 5 0.17 265.02 67 NA
20434 5452 2004 3 31 0.13 264.92 2004 6 5 0.17 265.02 71 NA
20380 5456 2004 3 31 0.13 264.92 2004 6 5 0.17 265.02 69 NA
20632 5460 2004 3 31 0.13 264.92 2004 6 5 0.17 265.02 70 NA
20731 5470 2004 3 31 0.13 264.92 2004 6 5 0.17 265.02 69 NA
20901 5475 2004 3 31 0.13 264.92 2004 6 6 0.63 264.88 67 NA
20810 5477 2004 3 31 0.13 264.92 2004 6 5 0.17 265.02 67 NA
21405 5480 2004 4 1 0.13 264.92 2004 6 5 0.17 265.02 69 NA
21476 5481 2004 4 1 0.13 264.92 2004 6 5 0.17 265.02 70 NA
21611 5482 2004 4 1 0.13 264.92 2004 6 5 0.17 265.02 69 NA
21612 5483 2004 4 1 0.13 264.92 2004 6 9 -6.15 261.6 70 NA
21626 5485 2004 4 1 0.13 264.92 2004 6 5 0.17 265.02 71 NA
21250 5486 2004 4 2 0.13 264.92 2004 6 5 0.17 265.02 70 NA
21643 5488 2004 4 2 0.13 264.92 2004 6 5 0.17 265.02 69 NA
21830 5491 2004 4 2 0.13 264.92 2004 6 5 0.17 265.02 70 NA
21733 5497 2004 4 2 0.13 264.92 2004 6 5 0.17 265.02 67 NA
21750 5501 2004 4 2 0.13 264.92 2004 6 5 0.17 265.02 66 NA
21778 5502 2004 4 2 0.13 264.92 2004 6 15 -2.12 268.48 67 NA
22471 5508 2004 4 3 0.13 264.92 2004 6 5 0.17 265.02 69 NA
22486 5512 2004 4 3 0.13 264.92 2004 6 5 0.17 265.02 71 NA
22860 5514 2004 4 3 0.13 264.92 2004 6 5 0.17 265.02 69 NA
22594 5516 2004 4 3 0.13 264.92 2004 6 5 0.17 265.02 68 NA
22777 5518 2004 4 3 0.13 264.92 2004 6 5 0.17 265.02 72 NA
22778 5519 2004 4 3 0.13 264.92 2004 6 28 -3.98 254.25 68 50
23262 5541 2004 4 5 0.13 264.92 2004 6 5 0.17 265.02 70 NA
23323 5549 2004 4 5 0.13 264.92 2004 6 3 0.6 267.38 68 57
23604 5561 2004 4 5 0.13 264.92 2004 6 5 0.17 265.02 66 NA
35622 5578 2004 4 9 1.98 264.68 2004 6 21 0.33 267.27 69 70
23765 5586 2004 5 9 -1.98 264.83 2004 6 19 -2.72 263.83 72 NA
24157 5587 2004 5 9 -1.98 264.83 2004 6 1 -5.38 265.42 69 NA
24172 5588 2004 5 9 -1.98 264.83 2004 6 1 -5.38 265.42 65 NA
24308 5589 2004 5 9 -1.98 264.83 2004 6 17 -0.5 266.82 62 NA
