236
id tag_no yr mo day lat lon yr_rec mo_rec day_rec lat_rec lon_rec len_rel len_rec
1405 P01364 2006 8 21 -2.8114 150.6755 2008 9 7 -0.695 157.0046 59 58
20894 P17211 2006 10 31 -2.4242 148.8675 2008 9 13 -4.3697 151.1958 40 100
29741 P24378 2007 3 2 -6.3767 150.3915 2008 9 10 -0.85 156.483 44 48
32099 P33745 2007 3 8 -6.68 150.3612 2008 9 7 -0.6929 157.0052 53 60.5
37624 P28854 2007 3 23 -4.4117 151.09 2008 9 3 -1.3333 155.85 45 NA
42008 Z23787 2007 4 10 -2.9032 148.23 2008 9 10 -3.3158 150.3432 37 46
45838 Z26203 2007 4 13 -3.8228 149.0631 2008 9 25 -2.1748 175.1944 39 66
56605 P42272 2007 5 11 -6.5046 151.6675 2008 9 25 1.1136 156.9995 47 54
66208 P47564 2007 11 1 -7.5635 157.2467 2008 9 10 -9.5166 158.3999 48 65
66586 P48993 2007 11 2 -7.5337 156.8142 2008 9 16 -3.041 155.035 48 66
66754 P48623 2007 11 2 -7.5337 156.8142 2008 9 16 -3.341 155.035 45 64.5
66960 P48892 2007 11 2 -7.5337 156.8142 2008 9 8 6.7979 158.0565 45 59
70876 A06636 2007 11 12 -8.7387 158.6688 2008 9 5 -8.7381 158.735 46 60
72028 A05863 2007 11 14 -8.2994 158.1062 2008 9 5 -8.7381 158.735 48 53
73885 A10105 2007 11 20 -6.3099 159.3017 2008 9 14 4.85 204.15 51 NA
79352 Z36516 2008 2 24 -7.4323 158.9841 2008 9 18 -2.5 143.8367 30 NA
81447 Z38465 2008 2 26 -8.5464 158.5382 2008 9 5 -8.7667 157.2333 35 46
81509 P52128 2008 2 26 -8.5464 158.5382 2008 9 5 -8.7667 157.2333 38 48
81651 P52195 2008 2 27 -8.6268 158.462 2008 9 29 -9.7997 158.9333 39 54
85171 P55225 2008 3 3 -9.1421 157.8019 2008 9 15 -1.3333 139.6333 39 NA
85504 P55278 2008 3 4 -9.625 159.4537 2008 9 28 -3.8667 146.5 38 45
85583 P55605 2008 3 4 -9.625 159.4537 2008 9 16 -3.041 155.035 38 54
85612 P55634 2008 3 4 -9.625 159.4537 2008 9 8 -1.1666 155.3933 37 54
85620 P55642 2008 3 4 -9.625 159.4537 2008 9 10 -9.5167 158.4 39 49
85947 P55863 2008 3 4 -9.5472 159.3588 2008 9 3 6.8539 171.6586 56 61
86359 P55997 2008 3 5 -9.5151 161.1342 2008 9 28 2.25 155.1667 51 58
86227 P56613 2008 3 5 -9.6658 161.1484 2008 9 13 -2.7486 155.546 47 57
86526 P56331 2008 3 5 -9.584 161.2782 2008 9 4 -1.4299 155.6459 53 59.6
86567 P55540 2008 3 5 -9.584 161.2782 2008 9 12 -0.252 145.4427 52 100
86684 P56251 2008 3 5 -9.584 161.2782 2008 9 8 -8.8 158.55 51 57
87088 P56898 2008 3 6 -9.596 161.0079 2008 9 16 -3.159 155.463 53 61
87322 P56770 2008 3 7 -8.7152 159.3292 2008 9 29 -8.4333 156.9667 39 50
87342 P56790 2008 3 7 -8.7152 159.3292 2008 9 5 -8.7381 158.735 38 60
87677 P57330 2008 3 8 -9.7311 159.3942 2008 9 14 -7.5176 156.9841 38 49
88072 P57478 2008 3 8 -10.0333 159.4558 2008 9 5 -8.7381 158.735 39 49
89088 P58699 2008 3 12 -7.6973 155.9271 2008 9 23 -8.5666 158.4167 38 50
89793 P59013 2008 3 15 -7.149 158.1835 2008 9 12 -2.9053 154.9526 50 56.6
90616 P60110 2008 3 16 -7.4386 158.976 2008 9 30 -1.9602 145.504 41 48
91117 Z29948 2008 3 17 -7.3653 158.5247 2008 9 2 -1.0265 155.6972 34 54
91694 P60582 2008 3 27 -8.5664 158.5316 2008 9 23 -8.5666 158.4167 43 45
92063 A15837 2008 3 27 -8.6534 158.627 2008 9 30 -8.4332 156.9666 41 54
93088 Z41552 2008 3 27 -8.6862 159.2175 2008 9 12 -7.7618 151.6353 42 51
93500 Z42106 2008 3 27 -8.6862 159.2175 2008 9 26 -8.259 158.2135 36 49
93769 Z41788 2008 3 28 -7.8869 160.958 2008 9 10 -9.521 158.4134 34 46
93843 Z41912 2008 3 28 -7.8869 160.958 2008 9 10 -2.7772 148.5317 36 50
93868 Z41937 2008 3 28 -7.8869 160.958 2008 9 15 -2.2 152.4167 34 49.5
94355 Z42423 2008 3 29 -8.413 162.7553 2008 9 19 -0.35 148.15 35 50
95441 A15281 2008 3 31 -9.9689 160.0491 2008 9 3 -1.36 155.7632 43 53
95500 A14012 2008 3 31 -9.9689 160.0491 2008 9 28 2.2648 155.188 46 55.6
95693 A14704 2008 3 31 -9.9689 160.0491 2008 9 29 -9.8003 158.9327 40 48
95831 A14770 2008 3 31 -9.9689 160.0491 2008 9 24 0.0106 158.9199 40 47
96960 Y32709 2008 4 1 -9.9307 159.6246 2008 9 15 -2.2286 152.5333 42 51
98223 Z43900 2008 4 2 -8.3586 159.0436 2008 9 22 -8.5671 158.3361 36 65
98309 Z43274 2008 4 2 -8.3586 159.0436 2008 9 13 -7.799 157.7077 34 45
98856 Z44086 2008 4 2 -8.3586 159.0436 2008 9 4 -8.8136 158.69 36 46
100156 A12520 2008 4 2 -8.3586 159.0436 2008 9 30 -8.4333 156.9667 42 48
100353 Z44146 2008 4 2 -8.3586 159.0436 2008 9 14 -7.5159 156.9854 35 46
100418 Z44179 2008 4 2 -8.3586 159.0436 2008 9 9 -7.7833 157.7 35 45
98497 Z44438 2008 4 2 -8.1975 158.864 2008 9 8 -7.7833 157.6833 35 46
100671 A23647 2008 4 2 -8.158 158.695 2008 9 29 -9.7981 158.9318 42 50
101236 A22053 2008 4 3 -7.1682 158.2133 2008 9 4 -1.4233 155.6613 38 53
102092 A23384 2008 4 4 -5.2854 160.0329 2008 9 19 0.663 169.371 60 67
102172 A10974 2008 4 4 -5.3014 159.9498 2008 9 9 -1.2977 177.4178 53 55.5
102304 A07280 2008 4 4 -5.3014 159.9498 2008 9 8 -1.2613 154.329 53 60
102326 A23802 2008 4 4 -5.3014 159.9498 2008 9 3 -1.3526 155.8325 52 57.8
102465 A23451 2008 4 4 -5.3014 159.9498 2008 9 8 -3.4179 155.5026 52 58
103502 Z45178 2008 4 6 -7.3712 158.9054 2008 9 27 -1.056 148.7308 35 42
103834 A13938 2008 4 6 -7.4225 158.8286 2008 9 15 -2.2052 152.514 39 53
106618 P62675 2008 5 23 4.9933 205.0567 2008 9 9 -1.9333 191.8667 48 NA
107419 P67305 2008 6 27 0.0134 156.0347 2008 9 12 -0.031 157.442 51 59
107599 P66701 2008 6 27 0.0134 156.0347 2008 9 25 5.2933 202.256 52 NA
107818 P67218 2008 6 27 0.0134 156.0347 2008 9 30 -2.55 206.5333 50 NA
108571 P66942 2008 6 27 0.0134 156.0347 2008 9 12 -2.9 154.9333 44 64.4
108573 P66944 2008 6 27 0.0134 156.0347 2008 9 7 7.1053 171.3586 45 58
108597 P66963 2008 6 27 0.0134 156.0347 2008 9 4 -1.4167 155.65 57 58
108113 P66755 2008 6 27 0.5466 155.4116 2008 9 29 3.4 157.5667 53 58
108121 P66761 2008 6 27 0.5466 155.4116 2008 9 19 0.0383 156.948 40 56
108123 P66762 2008 6 27 0.5466 155.4116 2008 9 1 0.1086 153.7386 44 48
108152 P66770 2008 6 27 0.5466 155.4116 2008 9 3 -1.35 155.7667 52 55
108255 P68434 2008 6 27 0.5466 155.4116 2008 9 27 -2.1033 173.0353 48 55
108286 P67716 2008 6 27 0.5466 155.4116 2008 9 9 -0.2778 157.0174 52 55
108304 P68453 2008 6 27 0.5466 155.4116 2008 9 3 -1.35 155.7667 41 47
108330 P67755 2008 6 27 0.5466 155.4116 2008 9 25 1.1417 156.9843 51 56
108343 P67767 2008 6 27 0.5466 155.4116 2008 9 8 3.2853 163.0166 52 53
108350 P67774 2008 6 27 0.5466 155.4116 2008 9 8 6.798 158.0566 49 57
108381 P67797 2008 6 27 0.5466 155.4116 2008 9 8 6.7979 158.0565 54 50
108427 P67566 2008 6 27 0.5466 155.4116 2008 9 12 -2.9 154.9333 54 56
108491 P68016 2008 6 27 0.5466 155.4116 2008 9 4 -1.4167 155.65 52 56
108952 P68459 2008 6 27 0.7117 155.2007 2008 9 8 6.7981 158.0563 57 57.5
109296 P68698 2008 6 28 2.0401 156.0353 2008 9 25 -2.2718 175.2766 60 64
109764 P68932 2008 6 28 2.0401 156.0353 2008 9 12 -0.294 157.0314 58 57
109801 P68969 2008 6 28 2.4325 156.038 2008 9 12 -0.179 157.938 61 64
110255 P68896 2008 7 5 5.7319 157.8213 2008 9 19 0.526 160.817 49 57
110409 P69408 2008 7 5 5.7319 157.8213 2008 9 27 -1.9513 172.9288 48 62
110422 P69421 2008 7 5 5.7319 157.8213 2008 9 3 5.012 173.7307 48 59
110966 P69182 2008 7 8 5.0609 153.4989 2008 9 3 5.012 173.7307 55 57
110971 P69186 2008 7 8 5.0609 153.4989 2008 9 29 3.4 157.5667 51 55
111334 P69713 2008 7 10 5.5485 153.4037 2008 9 29 3.6667 157.5667 55 56
112056 P68778 2008 7 12 4.0945 155.2857 2008 9 2 -0.2446 156.1373 38 45
112057 P68779 2008 7 12 4.0945 155.2857 2008 9 24 -1.2667 152.2 40 47.6
112228 P69831 2008 7 12 4.0945 155.2857 2008 9 9 -1.5667 155.3833 40 43
112276 Z48172 2008 7 12 4.0945 155.2857 2008 9 7 7.1053 171.3586 35 42
112400 Z47802 2008 7 12 4.0945 155.2857 2008 9 5 0.041 163.053 34 56
112556 P69747 2008 7 14 7.3382 157.6143 2008 9 23 -1.5659 148.0753 58 55
113543 P70694 2008 7 18 7.1649 158.0085 2008 9 27 -0.2644 172.0665 53 61
113651 P71859 2008 7 21 2.5138 156.1913 2008 9 13 -2.7333 155.5667 58 60.7
113710 P70118 2008 7 21 2.5138 156.1913 2008 9 26 0.443 171.132 56 54.5
113772 P70180 2008 7 21 2.5138 156.1913 2008 9 9 0.0228 157.1188 55 57.5
113802 P70727 2008 7 21 2.5138 156.1913 2008 9 19 0.663 169.371 61 64
113810 P70735 2008 7 21 2.5138 156.1913 2008 9 11 -2.9292 155.0267 53 53
113837 P70762 2008 7 21 2.5138 156.1913 2008 9 11 -2.92 155.0332 48 50.6
113932 P70815 2008 7 21 2.5138 156.1913 2008 9 9 -0.2627 157.0211 56 57
113985 P71363 2008 7 21 2.5138 156.1913 2008 9 8 -1.291 155.3863 56 54
114021 P71396 2008 7 21 2.5138 156.1913 2008 9 12 6.7 222.3 53 NA
114087 P71903 2008 7 22 2.0462 156.0406 2008 9 2 -0.4763 156.2552 56 46
114316 P70863 2008 7 22 2.0462 156.0406 2008 9 1 0.1165 153.7343 55 46
114432 P70926 2008 7 22 2.4122 156.1661 2008 9 8 -1.1667 155.3933 58 59
114449 P70934 2008 7 22 2.4122 156.1661 2008 9 13 5.9667 239.3 58 NA
114458 P70940 2008 7 22 2.4122 156.1661 2008 9 3 -1.4644 155.631 53 55
114476 P70949 2008 7 22 2.4122 156.1661 2008 9 5 -0.4062 157.3004 58 61
114501 P70964 2008 7 22 2.4122 156.1661 2008 9 3 -1.4726 155.632 58 59.6
114520 P70973 2008 7 22 2.4122 156.1661 2008 9 8 -1.1667 155.3933 59 61
114561 P71000 2008 7 22 2.4122 156.1661 2008 9 5 -2.912 166.997 60 60
114580 P71713 2008 7 22 2.4122 156.1661 2008 9 8 -0.3346 156.7257 56 45
114635 P71768 2008 7 22 2.4122 156.1661 2008 9 16 -0.9067 154.9462 59 60
114649 P70885 2008 7 22 2.4122 156.1661 2008 9 27 2.2744 155.186 53 56
114679 P70415 2008 7 22 2.4122 156.1661 2008 9 5 -0.3621 157.4555 60 63
114704 P70332 2008 7 22 2.4122 156.1661 2008 9 4 -1.4167 155.65 56 58
114728 P72222 2008 7 22 2.712 156.4172 2008 9 8 -1.1667 155.3933 53 57
114756 P70450 2008 7 22 2.712 156.4172 2008 9 11 -0.469 157.533 56 58.5
