
starting time: Wed Feb  8 23:28:57 2023


IMPORTANT: Maturity-at-age described by step function with 0 below and 1 above 50% maturity

WARNING: LF likelihood is forced to OFF in NO FISHING run
WARNING: LF likelihood is not active -> use_lf_regstruc is OFF -> use regional structure for biomass aggregation
INFO: Parfile regional structure in use; number of regions: 8
Is global domain? NO
src/Date.cpp : Time steps to skip in DYM files 0

Control variables in optimisation:
1. nb recruitment(0) = 0.00326321
Total number of variables: 1

-----Standard Time Stepping - 360 days calendar-----
Number of time steps in simulation : 384
Number of time steps in spin up    : 0
Delta T                            : 30
Jday_run                           : 712485
Start Date Run                     : 19790115
End Date Run                       : 20101215
----------------------------------------------------
     SIMULATION WITHOUT FISHING!!!
----------------------------------------------------
total penalty: 4.36807e-06; 
Model temporal dynamics:
step| Date          | Larvae         | Juveniles      | Young          | Adult          | Total_pop      | Likelihood    
----------------------------------------------------------------------------------------------------------
1   | Jan 15, 1979  | 1119.25        | 3543.89        | 619974         | 763853         | 1.38383e+06    | 0
2   | Feb 15, 1979  | 1098.61        | 3565.44        | 615855         | 769123         | 1.38498e+06    | 0
3   | Mar 15, 1979  | 1084.15        | 3560.5         | 611990         | 774620         | 1.38661e+06    | 0
4   | Apr 15, 1979  | 1068.06        | 3494.08        | 608878         | 781069         | 1.38995e+06    | 0
5   | May 15, 1979  | 1033.38        | 3435.68        | 606754         | 788303         | 1.39506e+06    | 0
6   | Jun 15, 1979  | 1003.98        | 3352.32        | 605465         | 796470         | 1.40194e+06    | 0
7   | Jul 15, 1979  | 948.619        | 3255.07        | 604707         | 805595         | 1.4103e+06     | 0
8   | Aug 15, 1979  | 882.209        | 3142.5         | 604634         | 800920         | 1.40555e+06    | 0
9   | Sep 15, 1979  | 909.701        | 2968.35        | 605328         | 793847         | 1.39918e+06    | 0
10  | Oct 15, 1979  | 974.313        | 2900.88        | 605956         | 782061         | 1.38802e+06    | 0
11  | Nov 15, 1979  | 1008.23        | 3044.33        | 606129         | 771428         | 1.37756e+06    | 0
12  | Dec 15, 1979  | 1035.49        | 3206.42        | 606330         | 765876         | 1.37221e+06    | 0
13  | Jan 15, 1980  | 1080.62        | 3301.61        | 607183         | 760762         | 1.36795e+06    | 0
14  | Feb 15, 1980  | 1079.19        | 3405.04        | 608618         | 761812         | 1.37043e+06    | 0
15  | Mar 15, 1980  | 1047.13        | 3470           | 609405         | 763487         | 1.37289e+06    | 0
16  | Apr 15, 1980  | 1027.5         | 3409.6         | 610033         | 766875         | 1.37691e+06    | 0
17  | May 15, 1980  | 1014.96        | 3312.05        | 610794         | 771955         | 1.38275e+06    | 0
18  | Jun 15, 1980  | 1009.22        | 3252.94        | 611201         | 778521         | 1.38972e+06    | 0
19  | Jul 15, 1980  | 975.066        | 3227.52        | 611884         | 786528         | 1.39841e+06    | 0
20  | Aug 15, 1980  | 906.157        | 3182.32        | 612913         | 781627         | 1.39454e+06    | 0
21  | Sep 15, 1980  | 926.883        | 3046.43        | 614360         | 774753         | 1.38911e+06    | 0
22  | Oct 15, 1980  | 997.742        | 2968.31        | 615490         | 763289         | 1.37878e+06    | 0
23  | Nov 15, 1980  | 1028.09        | 3108.14        | 616314         | 752800         | 1.36911e+06    | 0
24  | Dec 15, 1980  | 1046.72        | 3276.23        | 616753         | 747546         | 1.3643e+06     | 0
25  | Jan 15, 1981  | 1081.68        | 3348.89        | 617989         | 742821         | 1.36081e+06    | 0
26  | Feb 15, 1981  | 1074.87        | 3420.13        | 620212         | 744027         | 1.36424e+06    | 0
27  | Mar 15, 1981  | 1053.22        | 3462.55        | 622093         | 745842         | 1.36793e+06    | 0
28  | Apr 15, 1981  | 1044.57        | 3412.14        | 623767         | 749070         | 1.37284e+06    | 0
29  | May 15, 1981  | 1023.9         | 3352.14        | 625436         | 753900         | 1.37934e+06    | 0
30  | Jun 15, 1981  | 995.716        | 3299.18        | 627110         | 760096         | 1.38721e+06    | 0
31  | Jul 15, 1981  | 935.134        | 3223           | 628822         | 767702         | 1.39652e+06    | 0
32  | Aug 15, 1981  | 864.092        | 3103.08        | 630789         | 762903         | 1.39369e+06    | 0
33  | Sep 15, 1981  | 889.978        | 2915.94        | 633010         | 756494         | 1.3895e+06     | 0
34  | Oct 15, 1981  | 947.036        | 2840.61        | 634543         | 745841         | 1.38038e+06    | 0
35  | Nov 15, 1981  | 978.772        | 2970.24        | 635179         | 736374         | 1.37155e+06    | 0
36  | Dec 15, 1981  | 997.455        | 3111.58        | 635168         | 732462         | 1.36763e+06    | 0
37  | Jan 15, 1982  | 1029.63        | 3186.08        | 635650         | 729531         | 1.36518e+06    | 0
38  | Feb 15, 1982  | 1032.17        | 3254.73        | 637319         | 732375         | 1.36969e+06    | 0
39  | Mar 15, 1982  | 987.968        | 3302.96        | 638496         | 735705         | 1.3742e+06     | 0
40  | Apr 15, 1982  | 952.662        | 3233.47        | 639329         | 740566         | 1.3799e+06     | 0
41  | May 15, 1982  | 925.163        | 3096.52        | 640147         | 746949         | 1.3871e+06     | 0
42  | Jun 15, 1982  | 912.717        | 2992.64        | 640952         | 754377         | 1.39533e+06    | 0
43  | Jul 15, 1982  | 872.667        | 2932.57        | 641818         | 763026         | 1.40484e+06    | 0
44  | Aug 15, 1982  | 805.576        | 2868.31        | 642210         | 759150         | 1.40136e+06    | 0
45  | Sep 15, 1982  | 833.804        | 2722.94        | 642239         | 753856         | 1.39609e+06    | 0
46  | Oct 15, 1982  | 914.134        | 2658.47        | 641538         | 744194         | 1.38573e+06    | 0
47  | Nov 15, 1982  | 965.943        | 2825.81        | 639513         | 736208         | 1.37572e+06    | 0
48  | Dec 15, 1982  | 1020.09        | 3045.03        | 636435         | 733596         | 1.37003e+06    | 0
49  | Jan 15, 1983  | 1088.11        | 3212.3         | 633612         | 731846         | 1.36546e+06    | 0
50  | Feb 15, 1983  | 1134.97        | 3402.69        | 631935         | 735652         | 1.36759e+06    | 0
51  | Mar 15, 1983  | 1184.4         | 3585.87        | 630403         | 739858         | 1.37026e+06    | 0
52  | Apr 15, 1983  | 1225.86        | 3738.35        | 629025         | 745273         | 1.3743e+06     | 0
53  | May 15, 1983  | 1258.3         | 3883.12        | 628360         | 751597         | 1.37996e+06    | 0
54  | Jun 15, 1983  | 1282.77        | 4003.23        | 628382         | 758442         | 1.38682e+06    | 0
55  | Jul 15, 1983  | 1239.34        | 4104.38        | 628667         | 766364         | 1.39503e+06    | 0
56  | Aug 15, 1983  | 1176.65        | 4109.93        | 629362         | 761951         | 1.39131e+06    | 0
57  | Sep 15, 1983  | 1172.77        | 3966.72        | 630278         | 756404         | 1.38668e+06    | 0
58  | Oct 15, 1983  | 1181.11        | 3857.17        | 631211         | 746837         | 1.37805e+06    | 0
59  | Nov 15, 1983  | 1168.79        | 3855.09        | 631960         | 738312         | 1.37027e+06    | 0
60  | Dec 15, 1983  | 1160.68        | 3838.79        | 632841         | 734522         | 1.36736e+06    | 0
61  | Jan 15, 1984  | 1163.89        | 3792.36        | 634697         | 731685         | 1.36638e+06    | 0
62  | Feb 15, 1984  | 1136.56        | 3766.54        | 637372         | 735032         | 1.3724e+06     | 0
63  | Mar 15, 1984  | 1083.51        | 3716.03        | 639778         | 739117         | 1.37889e+06    | 0
64  | Apr 15, 1984  | 1037.97        | 3578.52        | 641917         | 744945         | 1.38686e+06    | 0
65  | May 15, 1984  | 1009.26        | 3404.48        | 644251         | 752107         | 1.39636e+06    | 0
66  | Jun 15, 1984  | 971.482        | 3273.2         | 646759         | 760274         | 1.40703e+06    | 0
67  | Jul 15, 1984  | 923.253        | 3174.19        | 648663         | 769692         | 1.41835e+06    | 0
68  | Aug 15, 1984  | 889.313        | 3060.31        | 650274         | 766248         | 1.41652e+06    | 0
69  | Sep 15, 1984  | 930.399        | 2948.43        | 651628         | 761088         | 1.41272e+06    | 0
70  | Oct 15, 1984  | 993.766        | 2957.47        | 652536         | 751463         | 1.404e+06      | 0
71  | Nov 15, 1984  | 1040.29        | 3123.12        | 652468         | 743410         | 1.39588e+06    | 0
72  | Dec 15, 1984  | 1081.34        | 3295.76        | 651589         | 740559         | 1.39215e+06    | 0
73  | Jan 15, 1985  | 1099.92        | 3432.29        | 651158         | 738820         | 1.38998e+06    | 0
74  | Feb 15, 1985  | 1098.61        | 3524.81        | 651595         | 742922         | 1.39452e+06    | 0
75  | Mar 15, 1985  | 1065.44        | 3541.59        | 652259         | 747630         | 1.39989e+06    | 0
76  | Apr 15, 1985  | 1024.34        | 3477.19        | 652368         | 753964         | 1.40633e+06    | 0
77  | May 15, 1985  | 976.857        | 3345.95        | 652556         | 761461         | 1.41402e+06    | 0
78  | Jun 15, 1985  | 942.235        | 3197.59        | 653105         | 769684         | 1.42279e+06    | 0
79  | Jul 15, 1985  | 887.256        | 3066.65        | 653604         | 779100         | 1.4327e+06     | 0
80  | Aug 15, 1985  | 825.046        | 2941.13        | 654134         | 775563         | 1.4297e+06     | 0
81  | Sep 15, 1985  | 862.083        | 2775.77        | 654534         | 770370         | 1.4249e+06     | 0
82  | Oct 15, 1985  | 921.465        | 2733.23        | 653986         | 761215         | 1.4152e+06     | 0
83  | Nov 15, 1985  | 965.154        | 2888.25        | 652735         | 753085         | 1.40582e+06    | 0
84  | Dec 15, 1985  | 998.726        | 3054.25        | 651234         | 750025         | 1.40126e+06    | 0
85  | Jan 15, 1986  | 1024.18        | 3174.84        | 650879         | 747982         | 1.39886e+06    | 0
86  | Feb 15, 1986  | 1031.13        | 3263.55        | 651648         | 752205         | 1.40385e+06    | 0
87  | Mar 15, 1986  | 1001.3         | 3308.05        | 651789         | 756710         | 1.4085e+06     | 0
88  | Apr 15, 1986  | 984.559        | 3263.1         | 651871         | 762518         | 1.41439e+06    | 0
89  | May 15, 1986  | 966.514        | 3174.16        | 652344         | 769407         | 1.42175e+06    | 0
90  | Jun 15, 1986  | 938.975        | 3114.74        | 652922         | 776959         | 1.42988e+06    | 0
91  | Jul 15, 1986  | 898.035        | 3049.34        | 653350         | 785885         | 1.43924e+06    | 0
92  | Aug 15, 1986  | 836.02         | 2954.84        | 653511         | 782053         | 1.43556e+06    | 0
93  | Sep 15, 1986  | 860.958        | 2813.26        | 653888         | 776129         | 1.43002e+06    | 0
94  | Oct 15, 1986  | 929.2          | 2753.24        | 653932         | 765483         | 1.41941e+06    | 0
95  | Nov 15, 1986  | 971.097        | 2896.95        | 653169         | 755967         | 1.40914e+06    | 0
96  | Dec 15, 1986  | 999.677        | 3071.92        | 651528         | 752216         | 1.40374e+06    | 0
97  | Jan 15, 1987  | 1039.13        | 3181.78        | 650355         | 749564         | 1.39992e+06    | 0
98  | Feb 15, 1987  | 1058.33        | 3280.14        | 650136         | 752443         | 1.40258e+06    | 0
99  | Mar 15, 1987  | 1044           | 3371.08        | 649501         | 755674         | 1.40517e+06    | 0
100 | Apr 15, 1987  | 1041.47        | 3377.31        | 648178         | 760882         | 1.40906e+06    | 0
101 | May 15, 1987  | 1068.57        | 3338.65        | 646849         | 767513         | 1.41436e+06    | 0
102 | Jun 15, 1987  | 1083.26        | 3370.97        | 645429         | 775515         | 1.42094e+06    | 0
103 | Jul 15, 1987  | 1064.96        | 3450.43        | 643622         | 785126         | 1.42875e+06    | 0
104 | Aug 15, 1987  | 1009.49        | 3467.31        | 641600         | 782369         | 1.42397e+06    | 0
105 | Sep 15, 1987  | 1033.38        | 3381.94        | 639069         | 778551         | 1.41762e+06    | 0
106 | Oct 15, 1987  | 1082.49        | 3331.09        | 635432         | 770849         | 1.40628e+06    | 0
107 | Nov 15, 1987  | 1095.12        | 3443.9         | 630744         | 764814         | 1.39556e+06    | 0
108 | Dec 15, 1987  | 1100.78        | 3539.87        | 625596         | 764325         | 1.38992e+06    | 0
109 | Jan 15, 1988  | 1122.2         | 3561.71        | 621338         | 764900         | 1.38624e+06    | 0
110 | Feb 15, 1988  | 1126.78        | 3589.38        | 618306         | 771626         | 1.38993e+06    | 0
111 | Mar 15, 1988  | 1097.28        | 3621.62        | 615627         | 778586         | 1.39421e+06    | 0
112 | Apr 15, 1988  | 1073.1         | 3571.34        | 613672         | 786365         | 1.40004e+06    | 0
113 | May 15, 1988  | 1032.31        | 3472.19        | 612904         | 794931         | 1.40784e+06    | 0
114 | Jun 15, 1988  | 993.775        | 3366.01        | 612801         | 804168         | 1.41697e+06    | 0
115 | Jul 15, 1988  | 948.688        | 3240.12        | 612900         | 814025         | 1.42693e+06    | 0
116 | Aug 15, 1988  | 899.914        | 3119.56        | 613528         | 809860         | 1.42339e+06    | 0
117 | Sep 15, 1988  | 937.067        | 2989.51        | 614969         | 803102         | 1.41807e+06    | 0
118 | Oct 15, 1988  | 1011.23        | 2974.87        | 616357         | 792025         | 1.40838e+06    | 0
119 | Nov 15, 1988  | 1070.38        | 3155.63        | 617204         | 782315         | 1.39952e+06    | 0
120 | Dec 15, 1988  | 1114.53        | 3372.77        | 617942         | 777540         | 1.39548e+06    | 0
121 | Jan 15, 1989  | 1148.19        | 3538.86        | 619574         | 773942         | 1.39352e+06    | 0
122 | Feb 15, 1989  | 1152.52        | 3657.29        | 621904         | 776751         | 1.39866e+06    | 0
123 | Mar 15, 1989  | 1113.13        | 3711.48        | 623704         | 780193         | 1.4039e+06     | 0
124 | Apr 15, 1989  | 1078.45        | 3648.86        | 625064         | 784696         | 1.40976e+06    | 0
125 | May 15, 1989  | 1054.18        | 3515.23        | 626106         | 790129         | 1.41623e+06    | 0
126 | Jun 15, 1989  | 1012.67        | 3411.23        | 626935         | 796864         | 1.4238e+06     | 0
127 | Jul 15, 1989  | 953.147        | 3313.32        | 627679         | 804593         | 1.43227e+06    | 0
128 | Aug 15, 1989  | 891.63         | 3167.61        | 628510         | 799780         | 1.42829e+06    | 0
129 | Sep 15, 1989  | 900.211        | 2992.02        | 629714         | 793402         | 1.42312e+06    | 0
130 | Oct 15, 1989  | 952.021        | 2906.51        | 630858         | 782412         | 1.41327e+06    | 0
131 | Nov 15, 1989  | 979.711        | 2994.18        | 631608         | 772367         | 1.40398e+06    | 0
132 | Dec 15, 1989  | 1004.32        | 3124.9         | 632119         | 767649         | 1.39977e+06    | 0
